Scheme Name	Net Asset Value
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option	11.5361
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	11.7552
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.0969
	
	
	
PGIM India Corporate Bond Fund - Annual Dividend	10.5891
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.1017
PGIM India Corporate Bond Fund - Direct Plan - Growth	41.662
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	14.9943
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	12.9498
PGIM India Corporate Bond Fund - Growth	37.8576
PGIM India Corporate Bond Fund - Monthly Dividend	12.9643
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
PGIM India Corporate Bond Fund - Quarterly Dividend	11.4422
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
	
	
	
SBI Corporate Bond Fund - Direct Plan - Growth	13.8315
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	13.0555
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	13.4461
SBI Corporate Bond Fund - Regular Plan - Growth	13.5266
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	12.7666
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	13.1426
	
	
	
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.3420
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	16.3125
Sundaram Corporate Bond Fund Direct Plan - Growth	36.0425
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	16.2184
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	16.2332
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	17.9785
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	15.8775
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	16.1521
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	15.3955
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	17.4987
Sundaram Corporate Bond Fund Regular Plan- Growth	34.9909
	
	
	
Tata Corporate Bond Fund-Direct Plan-Growth	10.9077
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	10.9077
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	10.9077
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	10.9077
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	10.9077
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	10.9077
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	10.9077
Tata Corporate Bond Fund-Regular Plan-Growth	10.7838
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	10.7838
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	10.7838
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	10.7838
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	10.7838
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	10.7838
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	10.7838
	
	
	
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1049.2481
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1049.6909
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1046.1868
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1046.169
	
	
	
Union Corporate Bond Fund - Direct Plan - Growth Option	13.5298
Union Corporate Bond Fund - Direct Plan - IDCW Option	13.5298
Union Corporate Bond Fund - Regular Plan - Growth Option	13.2983
Union Corporate Bond Fund - Regular Plan - IDCW Option	13.2983
	
	
	
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	12.5609
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	12.795
UTI Corporate Bond Fund - Direct Plan - Growth Option	14.517
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	12.4044
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	12.6965
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	12.3407
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	12.5744
UTI Corporate Bond Fund - Regular Plan - Growth Option	14.2802
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	12.0657
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	12.4174
	
	
	
	
	
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	12.0368
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	19.5116
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	19.5125
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	11.1408
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	18.0774
	
	
	
Axis Credit Risk Fund - Direct Plan - Growth	20.5957
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.0878
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.2990
Axis Credit Risk Fund - Regular Plan - Growth	18.6523
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.0731
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1706
	
	
	
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.4098
BANDHAN Credit Risk Fund - Regular Plan Growth	14.5024
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	10.0042
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	11.2617
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.3119
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.5186
BANDHAN Credit Risk Fund-Direct Plan-Growth	15.4744
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	11.3261
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.4690
	
	
	
BANK OF INDIA Credit Risk  Fund - Direct Plan	11.2077
BANK OF INDIA Credit Risk Fund - Regular Plan	11.0052
	
	
	
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	14.0156
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.5477
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	20.9786
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	19.3209
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.3038
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.7274
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1	0
	
	
	
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	10.7655
DSP Credit Risk Fund - Direct Plan - Growth	38.3636
DSP Credit Risk Fund - Direct Plan - IDCW	12.0467
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	10.2505
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly 	11.0277
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	10.2539
DSP Credit Risk Fund - Regular Plan - IDCW	11.9535
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	10.2505
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	10.7056
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly 	10.9259
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	10.2526
DSP Credit Risk Fund - Regular Plan -Growth	35.6110
	
	
	
Franklin India Credit Risk Fund - Direct - Growth	25.5650
Franklin India Credit Risk Fund - Direct - IDCW 	14.0105
Franklin India Credit Risk Fund - Growth	25.3348
Franklin India Credit Risk Fund - IDCW 	13.5858
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan	0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW	0.0000
	
	
	
HDFC Credit Risk Debt Fund - Growth Option	20.97
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	22.4245
HDFC Credit Risk Debt Fund - IDCW Option	19.3096
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	19.6574
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.5041
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.1897
	
	
	
HSBC Credit Risk Fund - Direct Annual IDCW	12.7488
HSBC Credit Risk Fund - Direct Growth	27.1809
HSBC Credit Risk Fund - Direct IDCW	11.1120
HSBC Credit Risk Fund - Regular Annual IDCW	12.0085
HSBC Credit Risk Fund - Regular Growth	25.4178
HSBC Credit Risk Fund - Regular IDCW	10.3006
HSBC Credit Risk Fund- Regular Plan - Bonus	25.0114
	
	
	
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	29.9210
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	11.5569
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	27.4609
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	10.9158
	
	
	
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	1806.495
Invesco India Credit Risk Fund - Direct Plan - Growth	1793.1208
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1178.995
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1641.8471
Invesco India Credit Risk Fund - Regular Plan - Growth	1642.3583
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1206.1826
	
	
	
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	21.3859
Kotak Credit Risk Fund - Growth	25.721
Kotak Credit Risk Fund - Growth - Direct	28.473
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	11.1857
	
	
	
Nippon India Credit Risk Fund  - Growth Plan	30.3298
Nippon India Credit Risk Fund  - Institutional Growth Plan	31.6425
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	32.9446
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	17.8371
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.3442
NIPPON INDIA CREDIT RISK FUND - IDCW Option	16.6381
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	12.7857
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan	0.0000
	
	
	
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.4792
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.7709
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	42.4844
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.1682
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	39.7861
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.9866
	
	
	
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option	2.6874
UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option	2.4018
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW	1.7437
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW	1.7035
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW	1.7067
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW	1.6036
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW	1.8964
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW	1.6027
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW	1.559
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW	1.6108
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW	1.4422
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW	1.706
UTI Credit Risk Fund  - Regular Plan - Growth Option	14.9841
UTI Credit Risk Fund - Direct Plan - Annual IDCW	10.8587
UTI Credit Risk Fund - Direct Plan - Flexi IDCW	10.6215
UTI Credit Risk Fund - Direct Plan - Growth Option	16.7339
UTI Credit Risk Fund - Direct Plan - Half-Yearly IDCW	10.6593
UTI Credit Risk Fund - Direct Plan - Monthly IDCW	9.9882
UTI Credit Risk Fund - Direct Plan - Quarterly IDCW	11.8083
UTI Credit Risk Fund - Regular Plan - Annual IDCW	9.9986
UTI Credit Risk Fund - Regular Plan - Flexi IDCW	9.7272
UTI Credit Risk Fund - Regular Plan - Half-Yearly IDCW	10.0519
UTI Credit Risk Fund - Regular Plan - Monthly IDCW	8.9981
UTI Credit Risk Fund - Regular Plan - Quarterly IDCW	10.6434
	
	
	
	
	
360 ONE Dynamic Bond Fund - Regular Plan - Growth Option	19.2365
360 ONE Dynamic Bond Fund Direct Plan Growth	20.2077
360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend	12.7496
360 ONE Dynamic Bond Fund Direct Plan Quarterly Dividend	18.6508
360 ONE Dynamic Bond Fund Regular Plan Bonus	19.2364
360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend	18.5631
360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend	11.9420
360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend	18.5632
